 TIME                    	wind_r                   	ch_control               	tower_control            
 HOURS              	Unit1               	Unit2               	Unit3               
8024.583333	35.95445779	0.393122958	0.318069789
8024.666667	35.77669955	0.373829505	0.318167515
8024.75	35.64623879	0.348398704	0.297359879
8024.833333	35.63254255	0.322998879	0.258532606
8024.916667	35.76658185	0.311633991	0.224887934
8025	35.88073769	0.313111973	0.225551201
8025.083333	35.93429392	0.316147546	0.211181326
8025.166667	35.93864551	0.324723828	0.21197562
8025.25	35.86403456	0.337792997	0.212214834
8025.333333	35.67750966	0.339938886	0.224192671
8025.416667	35.55029331	0.326557098	0.200606595
8025.5	35.5028327	0.326750162	0.201295644
8025.583333	35.45974102	0.325272146	0.193414133
8025.666667	35.41019845	0.325069796	0.193618452
8025.75	35.37615852	0.322838564	0.18634257
8025.833333	35.33013628	0.322624492	0.194106668
8025.916667	35.31211934	0.321118721	0.185907859
8026	35.25130334	0.321469774	0.201300837
8026.083333	35.26867353	0.307835067	0.181549622
8026.166667	35.24550605	0.312075371	0.201920115
8026.25	35.27689595	0.306289213	0.179130069
8026.333333	35.18978476	0.322126208	0.216411703
8026.416667	35.14730353	0.30198811	0.184694339
8026.5	35.12966375	0.307030034	0.207411754
8026.583333	35.15454014	0.302669883	0.18688955
8026.666667	35.09995777	0.315042874	0.217056497
8026.75	35.03901719	0.301473088	0.199158179
8026.833333	35.06169954	0.302025121	0.207058542
8026.916667	35.05400365	0.301918123	0.206782769
8027	35.04634596	0.301975507	0.207098872
8027.083333	35.02256835	0.302666425	0.21821597
8027.166667	34.98341277	0.302414479	0.217724452
8027.25	34.96712926	0.302255492	0.217967027
8027.333333	34.94650597	0.302203585	0.227943377
8027.416667	34.92091192	0.301941863	0.227708035
8027.5	34.91129316	0.301750235	0.228322671
8027.583333	34.86695176	0.30150882	0.236365469
8027.666667	34.81222285	0.299840698	0.226835283
8027.75	34.7915375	0.299653303	0.226961286
8027.833333	34.76902473	0.299344251	0.226745705
8027.916667	34.76142879	0.293892344	0.218664486
8028	34.76545837	0.293537091	0.218575162
8028.083333	34.77850648	0.292397675	0.210489364
8028.166667	34.79853279	0.292446817	0.210819403
8028.25	34.80689709	0.292354898	0.21071357
8028.333333	34.8007891	0.292212246	0.210503349
8028.416667	34.78449937	0.291401474	0.203459919
8028.5	34.78814757	0.291447554	0.203786536
8028.583333	34.79641459	0.291364808	0.203725576
8028.666667	34.79021247	0.291251073	0.203564962
8028.75	34.77589727	0.291093688	0.203331485
8028.833333	34.77624675	0.290406972	0.195671194
8028.916667	34.79076541	0.290545912	0.196205683
8029	34.80008037	0.29054305	0.196263387
8029.083333	34.79865961	0.290501667	0.196239082
8029.166667	34.78875856	0.290422653	0.196142372
8029.25	34.7735046	0.290304948	0.195982044
8029.333333	34.75528708	0.290149952	0.195764637
8029.416667	34.75652801	0.289339962	0.188691034
8029.5	34.74267876	0.289503048	0.195813472
8029.583333	34.75666351	0.28766301	0.184580738
8029.666667	34.74048395	0.288944907	0.196768201
8029.75	34.78548446	0.284942803	0.178094253
8029.833333	34.74958836	0.295261279	0.201627944
8029.916667	34.75429787	0.280889194	0.177250344
8030	34.76855716	0.284175473	0.192764179
8030.083333	34.84448329	0.280920699	0.170596802
8030.166667	34.77157789	0.299518958	0.206182741
8030.25	34.76686292	0.279319781	0.17102119
8030.333333	34.7558928	0.292647033	0.196620189
8030.416667	34.78423756	0.279594607	0.170739806
8030.5	34.75813757	0.293397904	0.195829485
8030.583333	34.78087807	0.279859283	0.169774977
8030.666667	34.74949325	0.293534972	0.195296525
8030.75	34.78230077	0.278948883	0.167335349
8030.833333	34.74417594	0.294536207	0.196367489
8030.916667	34.79529279	0.277475091	0.163720583
8031	34.73765462	0.296788972	0.199593348
8031.083333	34.79561765	0.275145475	0.158847513
8031.166667	34.71830524	0.29947861	0.204932987
8031.25	34.80637827	0.270980865	0.151431681
8031.333333	34.69593248	0.304619103	0.215777789
8031.416667	34.81786144	0.26478729	0.141710698
8031.5	34.66587762	0.31178735	0.232850463
8031.583333	34.81270307	0.256676421	0.131461788
8031.666667	34.63424371	0.318049059	0.251434234
8031.75	34.78669139	0.248478722	0.123640766
8031.833333	34.61036285	0.319952716	0.262402332
