38662	52788	20598		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],26.67 [C], and 37.78 [C]		
37879	52931	21809		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],26.67 [C], and 40.56 [C]		
36571	53356	24094		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],26.67 [C], and 46.11 [C]		
43466	30618	16959		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],22.22 [C], and 29.44 [C]		
42940	30674	17660		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],22.22 [C], and 32.22 [C]		
42677	30548	18364		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],22.22 [C], and 35 [C]		
41983	30736	19273		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],22.22 [C], and 37.78 [C]		
40937	31188	20386		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],22.22 [C], and 40.56 [C]		
39360	31755	22601		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],22.22 [C], and 46.11 [C]		
43466	33614	16959		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],23.33 [C], and 29.44 [C]		
42940	33713	17660		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],23.33 [C], and 32.22 [C]		
42677	33921	18364		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],23.33 [C], and 35 [C]		
41983	33945	19273		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],23.33 [C], and 37.78 [C]		
40937	34484	20386		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],23.33 [C], and 40.56 [C]		
39360	35180	22601		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],23.33 [C], and 46.11 [C]		
43466	36719	16959		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],24.44 [C], and 29.44 [C]		
42940	37169	17660		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],24.44 [C], and 32.22 [C]		
42677	37077	18364		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],24.44 [C], and 35 [C]		
41983	37373	19273		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],24.44 [C], and 37.78 [C]		
40937	38000	20386		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],24.44 [C], and 40.56 [C]		
39360	38492	22601		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],24.44 [C], and 46.11 [C]		
43466	40030	16959		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],25.56 [C], and 29.44 [C]		
42940	40202	17660		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],25.56 [C], and 32.22 [C]		
42677	40137	18364		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],25.56 [C], and 35 [C]		
41983	40478	19273		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],25.56 [C], and 37.78 [C]		
40937	41181	20386		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],25.56 [C], and 40.56 [C]		
39360	42148	22601		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],25.56 [C], and 46.11 [C]		
43466	43029	16959		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],26.67 [C], and 29.44 [C]		
42940	43238	17660		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],26.67 [C], and 32.22 [C]		
42677	43503	18364		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 17.22 [C],26.67 [C], and 35 [C]		
