01 16 6 0 0 0 5.4 -0.4 96 8 10102 4 36
01 16 7 0 0 0 5.8 0.1 96 8 10102 4 36
01 16 8 19 3 17 6 0.3 97 8 10103 3 36
01 16 9 19 3 17 6 0.2 97 8 10102 3 36
01 16 10 19 3 17 5.9 -0.2 97 8 10098 4 27
01 16 11 31 3 28 6.2 -0.3 97 7 10095 4 17
01 16 12 150 6 144 7.1 0.3 95 7 10091 5 8
01 16 13 136 6 131 8.6 1.7 87 7 10085 6 8
01 16 14 119 8 111 10.1 3.2 79 7 10079 8 8
01 16 15 75 6 69 11 3.9 73 7 10074 9 8
01 16 16 11 3 8 11.2 3.3 73 6 10077 9 9
01 16 17 0 0 0 10.8 2.2 73 6 10079 10 9
01 16 18 0 0 0 10.3 1.3 73 5 10081 10 10
01 16 19 0 0 0 10.1 1.9 71 6 10078 10 9
01 16 20 0 0 0 10.3 2.8 70 6 10076 9 9
01 16 21 0 0 0 10.6 3.5 68 7 10073 9 8
01 16 22 0 0 0 10.8 2.8 67 6 10069 9 7
01 16 23 0 0 0 10.6 1.8 65 6 10065 8 7
01 17 0 0 0 0 10.3 1 63 5 10060 8 6
01 17 1 0 0 0 10.2 1.3 63 6 10057 9 7
01 17 2 0 0 0 10.4 1.9 62 6 10054 9 7
01 17 3 0 0 0 10.7 2.7 61 7 10051 9 8
01 17 4 0 0 0 10.9 3.6 58 7 10047 10 8
01 17 5 0 0 0 10.8 4.4 56 8 10044 10 8
01 17 6 0 0 0 10.7 4.6 53 8 10042 8 8
01 17 7 3 3 0 10.8 4.5 51 8 10042 6 7
01 17 8 14 3 11 11 4.7 48 8 10042 3 7
01 17 9 39 3 36 11.4 5.1 48 8 10040 3 6
01 17 10 81 3 78 11.8 5.5 51 8 10036 4 7
01 17 11 100 3 97 11.8 5.7 53 8 10033 6 7
01 17 12 47 3 44 11.6 5.5 57 8 10030 7 8
01 17 13 64 3 61 11 5 61 8 10029 7 10
01 17 14 42 3 39 10.3 4.3 66 8 10028 8 12
01 17 15 19 3 17 9.5 3.6 71 8 10027 7 14
01 17 16 0 0 0 8.7 2.9 77 8 10026 6 21
01 17 17 0 0 0 8 2.1 82 8 10024 4 27
01 17 18 0 0 0 7.2 1.5 87 8 10027 3 34
01 17 19 0 0 0 6.6 0.9 90 8 10032 3 34
01 17 20 0 0 0 6.1 0.4 94 8 10037 2 34
01 17 21 0 0 0 5.7 -1.2 95 7 10037 2 34
01 17 22 0 0 0 5.4 -3.9 94 5 10035 2 34
01 17 23 0 0 0 5 -6.7 94 3 10032 2 34
01 18 0 0 0 0 4.5 -8.3 95 2 10031 2 34
01 18 1 0 0 0 4.1 -8.8 95 2 10032 3 35
